title,price,floor_area,location,agency,image_url
Provisionsfrei! Balkonwohnung mit 2 Zimmern im Stadtzentrum von Purkersdorf! südseitig ausgerichtet!,199000,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/371/326/488_-934744708_hoved.jpg
Provisionsfrei! 2-Zimmer! Neubau! Erstbezug! Balkon! Südseitig! Fußbodenheizung! Bahnhof in Kürze erreichbar!,199000,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/371/326/483_-934744708_hoved.jpg
BALKON MIT TOLLER AUSSICHT - SÜDLAGE - NEUBAU MIT QUALITÄT - PURKERSDORF! - ! PROVISIONSFREI !,299000.1,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/379/605/067_1315369919_hoved.jpg
WOHNTRAUM IM GRÜNEN MIT GARTEN! Provisionsfrei! 3-Zimmer! Neubau! Erstbezug! Garten & Terrasse! Südseitig,435000,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/371/323/482_-1808208539_hoved.jpg
"Im Zentrum von Purkersdorf, beim Bahnhof., 4 Zimmer Wohntraum. - PROVISIONSFREI",213636.38,96 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/380/000/357_1808590763_hoved.jpg
Idyllische Lage! Traumhafte Balkon- und Terrassenwohnung! Provisionsfrei! südseitig,271818.1,43 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/367/310/941_-847977492_hoved.jpg
Provisionsfrei! 3-Zimmer! Neubau! Erstbezug! Garten & Terrasse! Südseitig! zum Vermieten mit USt. Ausweisung!,226363.1,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/367/310/961_310896379_hoved.jpg
Provisionsfrei! 2-Zimmer! Neubau! Erstbezug! Balkon! Terrasse! Südseitig! Fußbodenheizung!,226363,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/367/310/939_-847977492_hoved.jpg
Provisionsfreie 3-Zimmer Balkon- und Terrassenwohnung zum Vermieten! südseitig! Nähe Wien!,300000,45 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/367/310/962_180872369_hoved.jpg
Provisionsfrei! Gartenwohnung zum Vermieten mit USt. Ausweisung! südseitig! Garten & Terrasse!!!,395454.55,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/367/310/943_-1808208539_hoved.jpg
Provisionsfrei! Gartenwohnung zum Vermieten mit USt. Ausweisung! südseitig! Garten & Terrasse,395454.1,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/367/310/951_937425296_hoved.jpg
Provisionsfreie 3-Zimmer Balkon- und Terrassenwohnung mit einer südseitigen Ausrichtung!,180909.1,87 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/367/310/934_-1808208539_hoved.jpg
Provisionsfrei! 2-Zimmer! Neubau! Erstbezug! Balkon! Südseitig! Fußbodenheizung,362727.1,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/367/310/955_-1808208539_hoved.jpg
Fertigstellung bereits erfolgt! Extravagante Neubauwohnung mit gefragter idyllischer Lage! südseitig! Fußbodenheizung!,362727,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/367/310/965_-959974934_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,213636,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/375/912/879_1603726364_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,395454.54,43 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/369/336/984_900983611_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,395454,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/371/207/723_-971245215_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,226363.1,96 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/371/207/719_900983611_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,395454.1,45 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/375/913/639_1988947595_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF - PROVISIONSFREI,300000.1,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/367/301/533_-415768281_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,317272.1,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/367/301/518_180872369_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,271818,86 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/367/301/512_-847977492_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,195000,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/367/301/551_558292241_hoved.jpg
Lebensqualität beim Wienerwald - 2-Zimmer Wohnung mit traumhafter Aussicht,249000,58 m²,3002 Purkersdorf,RE/MAX Together,https://cache.willhaben.at/mmo/7/366/896/287_-603131630_hoved.jpg
**DACHGESCHOSS - RIESIGE TERRASSE - OHNE SCHRÄGEN**,180000,80 m²,"1140 Wien, 14. Bezirk, Penzing",Dr. Vospernik Immobilien,https://cache.willhaben.at/mmo/7/380/444/697_-513877451_hoved.jpg
Traumhafter Ausblick und super Infrastruktur! Koffer packen und einziehen!,431000,48 m²,"1140 Wien, 14. Bezirk, Penzing",Agoreal Immobilien GmbH,https://cache.willhaben.at/mmo/7/123/452/67_1096538295_hoved.jpg
"*provisionsfrei* 3 Zimmer, Dachterrasse, Top Grünruhelage/ Weitblick",818000,66 m²,"1140 Wien, 14. Bezirk, Penzing",A.M.T. Unternehmensberatungs- u Immobilien GesmbH,https://cache.willhaben.at/mmo/4/360/111/524_323332911_hoved.jpg
UNIKAT! Wunderschöne Gartenwohnung,1050000,165 m²,"1140 Wien, 14. Bezirk, Penzing",WOHNEN WIE WIR,https://cache.willhaben.at/mmo/7/378/455/667_-630721130_hoved.jpg
LUXUSWOHNUNGEN IN ABSOLUTER RUHELAGE ||,980000,162 m²,"1140 Wien, 14. Bezirk, Penzing",DECUS Immobilien GmbH,https://cache.willhaben.at/mmo/2/380/344/652_535624232_hoved.jpg
LUXUSWOHNUNGEN IN ABSOLUTER RUHELAGE ||,399999,144 m²,"1140 Wien, 14. Bezirk, Penzing",DECUS Immobilien GmbH,https://cache.willhaben.at/mmo/6/380/346/416_511958201_hoved.jpg
PAUL & Partner: Wunderschöne 4 Zimmer Wohnung - Erstbezug,925000,100 m²,"1140 Wien, 14. Bezirk, Penzing",Paul & Partner Immobilien. Investments.,https://cache.willhaben.at/mmo/8/378/437/708_-698220427_hoved.jpg
INTERESSANTES WOHNUNGSPAKET + ROHDACHBODEN! Schnell zuschlagen! WERTSTEIGERUNGSPOTENZIAL! U4! Matznerpark!,588240.5,254 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/378/434/652_-603917771_hoved.jpg
LIVING THE DREAM! DIESER AUSBLICK IST EIN WAHNSINN! Nähe U4! TOP-GRUNDRISS! GROSSE SUED-TERRASSE! Provisionsfrei! Klimavorbereitung! WOHNTRAUM!,299000.1,111 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/380/490/386_351396298_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen zum Vermieten ab 240.000, -- Euro! Nähe U3!",265000.1,69 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/378/392/550_72409843_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! Nähe U3!",169000,49 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/378/389/038_1398403654_hoved.jpg
"Starter Apartment nähe U4 Braunschweiggasse ( EG Top 5 1. OG. 44m² EUR 169.000, -)",139000,44 m²,"1140 Wien, 14. Bezirk, Penzing",Immofair Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/1/379/935/951_553449189_hoved.jpg
STADTNEST | 30 M2,156500,30 m²,"1140 Wien, 14. Bezirk, Penzing",,https://cache.willhaben.at/mmo/6/378/376/366_313655675_hoved.jpg
2 ZIMMER WOHNUNG IN PENZING,420000,62 m²,"1140 Wien, 14. Bezirk, Penzing",Raiffeisen Immobilien Vermittlung Ges.m.b.H.,https://cache.willhaben.at/mmo/5/378/366/745_824301733_hoved.jpg
1140 Wien - 3 Zimmerwohnung,227000,100 m²,"1140 Wien, 14. Bezirk, Penzing",Kaspar Immobilien GmbH,https://cache.willhaben.at/mmo/7/300/582/827_-416548020_hoved.jpg
STILVOLLE ALTBAUWOHNUNG - GENERALSANIERT,281826,55 m²,"1140 Wien, 14. Bezirk, Penzing",Raiffeisen Immobilien Vermittlung Ges.m.b.H.,https://cache.willhaben.at/mmo/0/320/847/940_-1696862666_hoved.jpg
"Vorsorge - bzw. Eigentumswohnungen im 14. Bezirk, Nähe Baumgartner-Casino-Park",176400,75 m²,"1140 Wien, 14. Bezirk, Penzing",ImmoTrading GmbH,https://cache.willhaben.at/mmo/2/348/343/992_1491991722_hoved.jpg
"Klein, aber mein! Erstbezug 2-Zimmer Wohnung",257000,42 m²,"1140 Wien, 14. Bezirk, Penzing",AFS Immobilien GmbH,https://cache.willhaben.at/mmo/2/378/202/472_-97917365_hoved.jpg
UPSIDE POTENTIAL I 70 % und mehr - unbefristet,235500,87 m²,"1140 Wien, 14. Bezirk, Penzing",RIWOG Real Estate Management GmbH,https://cache.willhaben.at/mmo/8/365/894/288_1675293901_hoved.jpg
"!! Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!!",220000.1,45 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/378/165/789_565701746_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen zum Vermieten ab 170.000, -- Euro! Nähe U3!",260000.1,49 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/378/165/785_663611374_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen zum Vermieten ab 170.000, -- Euro! Nähe U3!",260300,60 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/378/165/782_663611374_hoved.jpg
SCHNAPPEN SIE SICH NOCH IHRE TRAUMWOHNUNG BEVOR ALLES VERKAUFT IST!,427975,50 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/380/278/404_1523446153_hoved.jpg
SCHNAPPEN SIE SICH NOCH IHRE TRAUMWOHNUNG BEVOR ALLES VERKAUFT IST!,380000,83 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/380/274/330_1523446153_hoved.jpg
"EXKLUSIVES LICHTDURCHFLUTETES PENTHOUSE MIT BEEINDRUCKENDEN, UNEINSEHBARER TERRASSEN UND SCHÖNEM RUNDUMBLICK - HOCHWERTIGER ERSTBEZUG, MIT BODENKÜHLUNG (TOP 25)",189810.4,134 m²,"1140 Wien, 14. Bezirk, Penzing","IMMCON GmbH, Immobilien Consulting",https://cache.willhaben.at/mmo/8/380/314/638_-1607276401_hoved.jpg
IHR INVESTMENT-TRAUM! Neubau in toller Lage - nähe Matznerpark! Neu am Markt! U4! Provisionsfrei! TOP!,449000,47 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/380/303/112_-689446053_hoved.jpg
WOHNEN MIT STIL Tolle Familienwohnung / WG-Eignung,260000.4,100 m²,"1140 Wien, 14. Bezirk, Penzing",Raiffeisen Immobilien Vermittlung Ges.m.b.H.,https://cache.willhaben.at/mmo/4/380/302/444_-503386389_hoved.jpg
DIE TRAUMSANIERUNG - SIE ENTSCHEIDEN WIE! Direkt beim Auhofcenter! Bahnhof Hadersdorf! Hell! DG! SCHNELL SEIN!,384000,71 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/380/299/804_731703186_hoved.jpg
WOHNEN 2020 - U-BAHN NÄHE - HELLE WOHNUNGEN MIT GROSSEN FENSTERFLÄCHEN,245000.05,64 m²,"1140 Wien, 14. Bezirk, Penzing",3ES Immobilien KG,https://cache.willhaben.at/mmo/5/355/842/465_-1501174273_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen zum Vermieten ab 170.000, -- Euro! U3!",345000.5,44 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/380/267/776_1398403654_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen mit Freiflächen ab 290.000, -- Euro! Nähe U3!",699000.5,60 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/380/267/759_663611374_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen mit Freiflächen ab 290.000, -- Euro! U3!",329000.1,110 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/380/267/806_72409843_hoved.jpg
TOP KAUF! FAMILIENHIT! 89 qm inkl. PKW Stellplatz! JETZT ZUSCHLAGEN!,695000,88 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/380/267/681_609480838_hoved.jpg
LIEBE AUF DEN ERSTEN BLICK!,655000,122 m²,"1140 Wien, 14. Bezirk, Penzing",Dreamfactory Liegenschaftsentwicklung GmbH,https://cache.willhaben.at/mmo/0/380/258/670_538827932_hoved.jpg
EINE WOHNUNG ZUM VERLIEBEN!,199000,97 m²,"1140 Wien, 14. Bezirk, Penzing",Dreamfactory Liegenschaftsentwicklung GmbH,https://cache.willhaben.at/mmo/9/380/258/679_17488861_hoved.jpg
2 Zimmer-Wohnung in perfektem Zustand - Dreyhausenstraße nahe U3!,649000,40 m²,"1140 Wien, 14. Bezirk, Penzing",Mittelsmann Philipp Sulek GmbH,https://cache.willhaben.at/mmo/9/380/223/729_-933367822_hoved.jpg
"WOHNEN AM PARK 128 - DOMIZIL MIT TRAUMHAFTER, SEHR GROSSER TERRASSE/ LOGGIA",389000,98 m²,"1140 Wien, 14. Bezirk, Penzing",Rabas & Partner Immobilien e.U.,https://cache.willhaben.at/mmo/3/380/223/653_-293149691_hoved.jpg
"WOHNEN AM PARK 128 - KUSCHELIGES ""NEST"" MIT KLEINER TERRASSE",397500,67 m²,"1140 Wien, 14. Bezirk, Penzing",Rabas & Partner Immobilien e.U.,https://cache.willhaben.at/mmo/4/380/223/654_1947789183_hoved.jpg
"WOHNEN AM PARK 128 - HERRLICHE WOHNUNG MIT TERRASSE - ""BAUMHAUSFEELING""",929000,75 m²,"1140 Wien, 14. Bezirk, Penzing",Rabas & Partner Immobilien e.U.,https://cache.willhaben.at/mmo/5/380/223/655_-807278113_hoved.jpg
außergewöhnliche Wohnung bestehend aus zwei Einheiten mit riesen Terrasse und Fernblick - Beratung auch auf Russisch,440000,160 m²,"1140 Wien, 14. Bezirk, Penzing",ALPHA-DOMIZIL e.U.,https://cache.willhaben.at/img/resultlist/realestate/placeholder_wohnung.png
**DACHGESCHOSS - RIESIGE TERRASSE - OHNE SCHRÄGEN**,150000,80 m²,"1140 Wien, 14. Bezirk, Penzing",Dr. Vospernik Immobilien,https://cache.willhaben.at/mmo/2/378/407/142_-294002631_hoved.jpg
Hoch oben___ angenehme Wohnlage ___lebenswerte Einteilung,195000,60 m²,"1140 Wien, 14. Bezirk, Penzing",gross & klein Immobilien GmbH,https://cache.willhaben.at/mmo/2/380/137/532_1131217390_hoved.jpg
"1140 Wien, ABSOLUTE GRÜNRUHELAGE!",349700,65 m²,"1140 Wien, 14. Bezirk, Penzing",Pawlowski Immobilien e.U.,https://cache.willhaben.at/mmo/0/380/136/330_170385452_hoved.jpg
Wohnraum zum Wohlfühlen in Penzing,199000,79 m²,"1140 Wien, 14. Bezirk, Penzing",Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft m.b.H.,https://cache.willhaben.at/mmo/8/358/502/428_-1376657114_hoved.jpg
Nähe Aufhof Center - 2 Zimmer Eigentum mit Garten- und Terrassenbenützung,980000,54 m²,"1140 Wien, 14. Bezirk, Penzing",CONCORDIA Real Estate Immobilienvermittlungs GesmbH,https://cache.willhaben.at/mmo/3/355/721/073_-46731130_hoved.jpg
Traumhafte Dachgeschosswohnung mit Wienerwaldblick,570000,145 m²,"1140 Wien, 14. Bezirk, Penzing",OPTIN Immobilien GmbH,https://cache.willhaben.at/mmo/0/373/421/070_621800791_hoved.jpg
Traumhafte Dachgeschosswohnung mit Fernblick,1050000,110 m²,"1140 Wien, 14. Bezirk, Penzing",OPTIN Immobilien GmbH,https://cache.willhaben.at/mmo/8/373/421/078_1031598147_hoved.jpg
Wunderschöne Balkon-Wohnung - Neubau,579000,51 m²,"1140 Wien, 14. Bezirk, Penzing",Bieber Immobilien GmbH,https://cache.willhaben.at/mmo/2/379/817/552_-1776360987_hoved.jpg
Weidlingau Living - Top 9,528000,85 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/3/268/937/243_1882911576_hoved.jpg
** WOHNUNG 3 ZIMMER Terrasse 11m² ** MAISONETTE ERSTBEZUG ** Klimaanlage **,158900,110 m²,"1140 Wien, 14. Bezirk, Penzing",gb-direkt Finanzberatung & Immobilienhandel GmbH,https://cache.willhaben.at/mmo/3/367/479/923_-402460384_hoved.jpg
++ ALTBAUWOHNUNG 2 ZIMMER 38 m² FÜR PÄRCHEN ++,366000,38 m²,"1140 Wien, 14. Bezirk, Penzing",gb-direkt Finanzberatung & Immobilienhandel GmbH,https://cache.willhaben.at/mmo/5/367/476/305_-620368570_hoved.jpg
Weidlingau Living - Top 19,292000,60 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/9/290/789/189_-50530409_hoved.jpg
Weidlingau Living - Top 16,262000,54 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/7/284/714/217_-749734820_hoved.jpg
Weidlingau Living - MINI Top 6,455000,50 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/0/271/071/750_-50530409_hoved.jpg
Weidlingau Living - Top 11,299000,84 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/2/271/071/752_-13632886_hoved.jpg
Weidlingau Living - MINI Top 1,265000,60 m²,"1140 Wien, 14. Bezirk, Penzing",Real-Treuhand Immobilien Vertriebs GmbH - WIEN,https://cache.willhaben.at/mmo/0/271/817/090_-2041972048_hoved.jpg
Anlegerwohnung mit ruhiger Innenhoflage,340000.5,54 m²,"1140 Wien, 14. Bezirk, Penzing",Golden Home Real LTD & CoKG,https://cache.willhaben.at/mmo/4/379/873/034_562165599_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen mit Freifläche ab 290.000, -- Euro! U3!",199000.5,70 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/379/861/411_72409843_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",279000.5,40 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/379/853/807_1398403654_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",394500,55 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/379/853/827_72409843_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen mit Freiflächen ab 290.000, -- Euro! U3!",449000.5,80 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/379/850/700_663611374_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen zum Vermieten ab 240.000, -- Euro! U3! WOHNTRAUM!",289000,80 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/379/850/704_72409843_hoved.jpg
Sanierungsbedürftige Familienwohnung mit Balkon Nähe Matzner-Park!,449000,79 m²,"1140 Wien, 14. Bezirk, Penzing",WINEGG Makler GmbH,https://cache.willhaben.at/mmo/2/357/954/652_-1974343667_hoved.jpg
Helle Eigentumswohnung mit großer Terrasse und privater Parkanlage,339000,104 m²,"1140 Wien, 14. Bezirk, Penzing",Krenn Real GmbH,https://cache.willhaben.at/mmo/6/308/045/606_-1489050826_hoved.jpg
"COLIBRI - Schützplatz 1, 1140 Wien",479000,57 m²,"1140 Wien, 14. Bezirk, Penzing",CROWND Estate Service GmbH,https://cache.willhaben.at/mmo/4/367/330/384_1343996392_hoved.jpg
"COLIBRI - Schützplatz 1, 1140 Wien",369000,78 m²,"1140 Wien, 14. Bezirk, Penzing",CROWND Estate Service GmbH,https://cache.willhaben.at/mmo/9/367/330/389_-948311795_hoved.jpg
"COLIBRI - Schützplatz 1, 1140 Wien",339000,53 m²,"1140 Wien, 14. Bezirk, Penzing",CROWND Estate Service GmbH,https://cache.willhaben.at/mmo/1/367/330/281_2073356832_hoved.jpg
Befristete Anlegerwohnung in der Jenullgasse,159000,117 m²,"1140 Wien, 14. Bezirk, Penzing",ISIDEX GmbH,https://cache.willhaben.at/mmo/3/359/676/513_-767963873_hoved.jpg
++ KLEIN ABER FEIN ++ TOP Verkehrsanbindung ++ 1140 Wien ++ Altbau ++ 3. Liftstock ++ TOP SANIERT ++ Ruhelage ++,649000,38 m²,"1140 Wien, 14. Bezirk, Penzing",gb-direkt Finanzberatung & Immobilienhandel GmbH,https://cache.willhaben.at/mmo/7/379/671/807_384036747_hoved.jpg
WOHNEN AM PARK 128 - EIN WUNDERBARES DOMIZIL MIT TRAUMHAFTE TERRASSE UND BLICK,840000,100 m²,"1140 Wien, 14. Bezirk, Penzing",Rabas & Partner Immobilien e.U.,https://cache.willhaben.at/mmo/5/378/490/745_740486655_hoved.jpg
Wohnungspaket Wien in Toplage,375000,200 m²,"1140 Wien, 14. Bezirk, Penzing",,https://cache.willhaben.at/mmo/2/379/653/192_1052428779_hoved.jpg
